date,bitcoin_unscaled,bitcoin_monthly,isPartial,scale,bitcoin
2015-09-29,89,2,,0.02,1.78
2015-09-30,91,2,,0.02,1.82
2015-10-01,61,3,FALSE,0.03,1.83
2015-10-02,65,3,,0.03,1.95
2015-10-03,61,3,,0.03,1.83
2015-10-04,59,3,,0.03,1.77
2015-10-05,67,3,,0.03,2.01
2015-10-06,72,3,,0.03,2.16
2015-10-07,64,3,,0.03,1.92
2015-10-08,70,3,,0.03,2.1
2015-10-09,65,3,,0.03,1.95
2015-10-10,65,3,,0.03,1.95
2015-10-11,62,3,,0.03,1.86
2015-10-12,67,3,,0.03,2.01
2015-10-13,67,3,,0.03,2.01
2015-10-14,63,3,,0.03,1.89
2015-10-15,66,3,,0.03,1.98
2015-10-16,68,3,,0.03,2.04
2015-10-17,70,3,,0.03,2.1
2015-10-18,68,3,,0.03,2.04
2015-10-19,67,3,,0.03,2.01
2015-10-20,78,3,,0.03,2.34
2015-10-21,77,3,,0.03,2.31
2015-10-22,88,3,,0.03,2.64
2015-10-23,78,3,,0.03,2.34
2015-10-24,76,3,,0.03,2.28
2015-10-25,76,3,,0.03,2.28
2015-10-26,80,3,,0.03,2.4
2015-10-27,86,3,,0.03,2.58
2015-10-28,85,3,,0.03,2.55
2015-10-29,97,3,,0.03,2.91
2015-10-30,100,3,,0.03,3
2015-10-31,86,3,,0.03,2.58
2015-11-01,47,4,FALSE,0.04,1.88
2015-11-02,51,4,,0.04,2.04
2015-11-03,72,4,,0.04,2.88
2015-11-04,100,4,,0.04,4
2015-11-05,87,4,,0.04,3.48
2015-11-06,61,4,,0.04,2.44
2015-11-07,53,4,,0.04,2.12
2015-11-08,47,4,,0.04,1.88
2015-11-09,56,4,,0.04,2.24
2015-11-10,51,4,,0.04,2.04
2015-11-11,49,4,,0.04,1.96
2015-11-12,44,4,,0.04,1.76
2015-11-13,45,4,,0.04,1.8
2015-11-14,36,4,,0.04,1.44
2015-11-15,36,4,,0.04,1.44
2015-11-16,39,4,,0.04,1.56
2015-11-17,43,4,,0.04,1.72
2015-11-18,42,4,,0.04,1.68
2015-11-19,40,4,,0.04,1.6
2015-11-20,42,4,,0.04,1.68
2015-11-21,43,4,,0.04,1.72
2015-11-22,38,4,,0.04,1.52
2015-11-23,40,4,,0.04,1.6
2015-11-24,39,4,,0.04,1.56
2015-11-25,38,4,,0.04,1.52
2015-11-26,42,4,,0.04,1.68
2015-11-27,37,4,,0.04,1.48
2015-11-28,35,4,,0.04,1.4
2015-11-29,37,4,,0.04,1.48
2015-11-30,43,4,,0.04,1.72
2015-12-01,38,4,FALSE,0.04,1.52
2015-12-02,41,4,,0.04,1.64
2015-12-03,38,4,,0.04,1.52
2015-12-04,36,4,,0.04,1.44
2015-12-05,35,4,,0.04,1.4
2015-12-06,37,4,,0.04,1.48
2015-12-07,39,4,,0.04,1.56
2015-12-08,51,4,,0.04,2.04
2015-12-09,100,4,,0.04,4
2015-12-10,69,4,,0.04,2.76
2015-12-11,56,4,,0.04,2.24
2015-12-12,51,4,,0.04,2.04
2015-12-13,47,4,,0.04,1.88
2015-12-14,43,4,,0.04,1.72
2015-12-15,50,4,,0.04,2
2015-12-16,44,4,,0.04,1.76
2015-12-17,46,4,,0.04,1.84
2015-12-18,44,4,,0.04,1.76
2015-12-19,36,4,,0.04,1.44
2015-12-20,41,4,,0.04,1.64
2015-12-21,42,4,,0.04,1.68
2015-12-22,39,4,,0.04,1.56
2015-12-23,45,4,,0.04,1.8
2015-12-24,41,4,,0.04,1.64
2015-12-25,38,4,,0.04,1.52
2015-12-26,43,4,,0.04,1.72
2015-12-27,38,4,,0.04,1.52
2015-12-28,40,4,,0.04,1.6
2015-12-29,40,4,,0.04,1.6
2015-12-30,41,4,,0.04,1.64
2015-12-31,37,4,,0.04,1.48
2016-01-01,59,3,FALSE,0.03,1.77
2016-01-02,64,3,,0.03,1.92
2016-01-03,70,3,,0.03,2.1
2016-01-04,69,3,,0.03,2.07
2016-01-05,77,3,,0.03,2.31
2016-01-06,71,3,,0.03,2.13
2016-01-07,87,3,,0.03,2.61
2016-01-08,82,3,,0.03,2.46
2016-01-09,71,3,,0.03,2.13
2016-01-10,64,3,,0.03,1.92
2016-01-11,77,3,,0.03,2.31
2016-01-12,62,3,,0.03,1.86
2016-01-13,74,3,,0.03,2.22
2016-01-14,73,3,,0.03,2.19
2016-01-15,97,3,,0.03,2.91
2016-01-16,100,3,,0.03,3
2016-01-17,87,3,,0.03,2.61
2016-01-18,85,3,,0.03,2.55
2016-01-19,82,3,,0.03,2.46
2016-01-20,89,3,,0.03,2.67
2016-01-21,84,3,,0.03,2.52
2016-01-22,79,3,,0.03,2.37
2016-01-23,78,3,,0.03,2.34
2016-01-24,65,3,,0.03,1.95
2016-01-25,74,3,,0.03,2.22
2016-01-26,74,3,,0.03,2.22
2016-01-27,72,3,,0.03,2.16
2016-01-28,73,3,,0.03,2.19
2016-01-29,73,3,,0.03,2.19
2016-01-30,65,3,,0.03,1.95
2016-01-31,62,3,,0.03,1.86
2016-02-01,82,3,FALSE,0.03,2.46
2016-02-02,75,3,,0.03,2.25
2016-02-03,80,3,,0.03,2.4
2016-02-04,75,3,,0.03,2.25
2016-02-05,77,3,,0.03,2.31
2016-02-06,74,3,,0.03,2.22
2016-02-07,75,3,,0.03,2.25
2016-02-08,73,3,,0.03,2.19
2016-02-09,80,3,,0.03,2.4
2016-02-10,86,3,,0.03,2.58
2016-02-11,92,3,,0.03,2.76
2016-02-12,84,3,,0.03,2.52
2016-02-13,75,3,,0.03,2.25
2016-02-14,75,3,,0.03,2.25
2016-02-15,93,3,,0.03,2.79
2016-02-16,91,3,,0.03,2.73
2016-02-17,89,3,,0.03,2.67
2016-02-18,100,3,,0.03,3
2016-02-19,97,3,,0.03,2.91
2016-02-20,88,3,,0.03,2.64
2016-02-21,90,3,,0.03,2.7
2016-02-22,86,3,,0.03,2.58
2016-02-23,87,3,,0.03,2.61
2016-02-24,91,3,,0.03,2.73
2016-02-25,84,3,,0.03,2.52
2016-02-26,87,3,,0.03,2.61
2016-02-27,80,3,,0.03,2.4
2016-02-28,76,3,,0.03,2.28
2016-02-29,83,3,,0.03,2.49
2016-03-01,87,3,FALSE,0.03,2.61
2016-03-02,88,3,,0.03,2.64
2016-03-03,93,3,,0.03,2.79
2016-03-04,84,3,,0.03,2.52
2016-03-05,100,3,,0.03,3
2016-03-06,77,3,,0.03,2.31
2016-03-07,89,3,,0.03,2.67
2016-03-08,85,3,,0.03,2.55
2016-03-09,90,3,,0.03,2.7
2016-03-10,82,3,,0.03,2.46
2016-03-11,78,3,,0.03,2.34
2016-03-12,79,3,,0.03,2.37
2016-03-13,76,3,,0.03,2.28
2016-03-14,89,3,,0.03,2.67
2016-03-15,84,3,,0.03,2.52
2016-03-16,84,3,,0.03,2.52
2016-03-17,80,3,,0.03,2.4
2016-03-18,74,3,,0.03,2.22
2016-03-19,79,3,,0.03,2.37
2016-03-20,81,3,,0.03,2.43
2016-03-21,83,3,,0.03,2.49
2016-03-22,85,3,,0.03,2.55
2016-03-23,82,3,,0.03,2.46
2016-03-24,76,3,,0.03,2.28
2016-03-25,74,3,,0.03,2.22
2016-03-26,73,3,,0.03,2.19
2016-03-27,79,3,,0.03,2.37
2016-03-28,77,3,,0.03,2.31
2016-03-29,83,3,,0.03,2.49
2016-03-30,86,3,,0.03,2.58
2016-03-31,84,3,,0.03,2.52
2016-04-01,73,3,FALSE,0.03,2.19
2016-04-02,73,3,,0.03,2.19
2016-04-03,71,3,,0.03,2.13
2016-04-04,77,3,,0.03,2.31
2016-04-05,83,3,,0.03,2.49
2016-04-06,79,3,,0.03,2.37
2016-04-07,79,3,,0.03,2.37
2016-04-08,77,3,,0.03,2.31
2016-04-09,70,3,,0.03,2.1
2016-04-10,75,3,,0.03,2.25
2016-04-11,77,3,,0.03,2.31
2016-04-12,82,3,,0.03,2.46
2016-04-13,85,3,,0.03,2.55
2016-04-14,71,3,,0.03,2.13
2016-04-15,68,3,,0.03,2.04
2016-04-16,69,3,,0.03,2.07
2016-04-17,71,3,,0.03,2.13
2016-04-18,72,3,,0.03,2.16
2016-04-19,77,3,,0.03,2.31
2016-04-20,78,3,,0.03,2.34
2016-04-21,86,3,,0.03,2.58
2016-04-22,90,3,,0.03,2.7
2016-04-23,76,3,,0.03,2.28
2016-04-24,84,3,,0.03,2.52
2016-04-25,86,3,,0.03,2.58
2016-04-26,88,3,,0.03,2.64
2016-04-27,91,3,,0.03,2.73
2016-04-28,100,3,,0.03,3
2016-04-29,88,3,,0.03,2.64
2016-04-30,81,3,,0.03,2.43
2016-05-01,27,3,FALSE,0.03,0.81
2016-05-02,100,3,,0.03,3
2016-05-03,61,3,,0.03,1.83
2016-05-04,42,3,,0.03,1.26
2016-05-05,42,3,,0.03,1.26
2016-05-06,38,3,,0.03,1.14
2016-05-07,36,3,,0.03,1.08
2016-05-08,35,3,,0.03,1.05
2016-05-09,37,3,,0.03,1.11
2016-05-10,35,3,,0.03,1.05
2016-05-11,35,3,,0.03,1.05
2016-05-12,33,3,,0.03,0.99
2016-05-13,32,3,,0.03,0.96
2016-05-14,27,3,,0.03,0.81
2016-05-15,26,3,,0.03,0.78
2016-05-16,27,3,,0.03,0.81
2016-05-17,33,3,,0.03,0.99
2016-05-18,32,3,,0.03,0.96
2016-05-19,32,3,,0.03,0.96
2016-05-20,32,3,,0.03,0.96
2016-05-21,28,3,,0.03,0.84
2016-05-22,27,3,,0.03,0.81
2016-05-23,30,3,,0.03,0.9
2016-05-24,29,3,,0.03,0.87
2016-05-25,32,3,,0.03,0.96
2016-05-26,27,3,,0.03,0.81
2016-05-27,36,3,,0.03,1.08
2016-05-28,41,3,,0.03,1.23
2016-05-29,43,3,,0.03,1.29
2016-05-30,44,3,,0.03,1.32
2016-05-31,42,3,,0.03,1.26
2016-06-01,57,5,FALSE,0.05,2.85
2016-06-02,52,5,,0.05,2.6
2016-06-03,57,5,,0.05,2.85
2016-06-04,58,5,,0.05,2.9
2016-06-05,56,5,,0.05,2.8
2016-06-06,58,5,,0.05,2.9
2016-06-07,57,5,,0.05,2.85
2016-06-08,53,5,,0.05,2.65
2016-06-09,54,5,,0.05,2.7
2016-06-10,50,5,,0.05,2.5
2016-06-11,53,5,,0.05,2.65
2016-06-12,75,5,,0.05,3.75
2016-06-13,90,5,,0.05,4.5
2016-06-14,78,5,,0.05,3.9
2016-06-15,69,5,,0.05,3.45
2016-06-16,90,5,,0.05,4.5
2016-06-17,90,5,,0.05,4.5
2016-06-18,73,5,,0.05,3.65
2016-06-19,63,5,,0.05,3.15
2016-06-20,70,5,,0.05,3.5
2016-06-21,81,5,,0.05,4.05
2016-06-22,70,5,,0.05,3.5
2016-06-23,76,5,,0.05,3.8
2016-06-24,100,5,,0.05,5
2016-06-25,75,5,,0.05,3.75
2016-06-26,63,5,,0.05,3.15
2016-06-27,66,5,,0.05,3.3
2016-06-28,66,5,,0.05,3.3
2016-06-29,58,5,,0.05,2.9
2016-06-30,59,5,,0.05,2.95
2016-07-01,79,4,FALSE,0.04,3.16
2016-07-02,69,4,,0.04,2.76
2016-07-03,73,4,,0.04,2.92
2016-07-04,73,4,,0.04,2.92
2016-07-05,68,4,,0.04,2.72
2016-07-06,72,4,,0.04,2.88
2016-07-07,76,4,,0.04,3.04
2016-07-08,73,4,,0.04,2.92
2016-07-09,100,4,,0.04,4
2016-07-10,77,4,,0.04,3.08
2016-07-11,71,4,,0.04,2.84
2016-07-12,71,4,,0.04,2.84
2016-07-13,64,4,,0.04,2.56
2016-07-14,62,4,,0.04,2.48
2016-07-15,63,4,,0.04,2.52
2016-07-16,58,4,,0.04,2.32
2016-07-17,59,4,,0.04,2.36
2016-07-18,61,4,,0.04,2.44
2016-07-19,59,4,,0.04,2.36
2016-07-20,58,4,,0.04,2.32
2016-07-21,63,4,,0.04,2.52
2016-07-22,53,4,,0.04,2.12
2016-07-23,53,4,,0.04,2.12
2016-07-24,57,4,,0.04,2.28
2016-07-25,53,4,,0.04,2.12
2016-07-26,60,4,,0.04,2.4
2016-07-27,64,4,,0.04,2.56
2016-07-28,57,4,,0.04,2.28
2016-07-29,51,4,,0.04,2.04
2016-07-30,56,4,,0.04,2.24
2016-07-31,60,4,,0.04,2.4
2016-08-01,46,3,FALSE,0.03,1.38
2016-08-02,58,3,,0.03,1.74
2016-08-03,100,3,,0.03,3
2016-08-04,65,3,,0.03,1.95
2016-08-05,48,3,,0.03,1.44
2016-08-06,45,3,,0.03,1.35
2016-08-07,50,3,,0.03,1.5
2016-08-08,48,3,,0.03,1.44
2016-08-09,48,3,,0.03,1.44
2016-08-10,42,3,,0.03,1.26
2016-08-11,37,3,,0.03,1.11
2016-08-12,39,3,,0.03,1.17
2016-08-13,39,3,,0.03,1.17
2016-08-14,40,3,,0.03,1.2
2016-08-15,40,3,,0.03,1.2
2016-08-16,40,3,,0.03,1.2
2016-08-17,40,3,,0.03,1.2
2016-08-18,40,3,,0.03,1.2
2016-08-19,41,3,,0.03,1.23
2016-08-20,36,3,,0.03,1.08
2016-08-21,39,3,,0.03,1.17
2016-08-22,40,3,,0.03,1.2
2016-08-23,42,3,,0.03,1.26
2016-08-24,43,3,,0.03,1.29
2016-08-25,44,3,,0.03,1.32
2016-08-26,43,3,,0.03,1.29
2016-08-27,38,3,,0.03,1.14
2016-08-28,37,3,,0.03,1.11
2016-08-29,41,3,,0.03,1.23
2016-08-30,41,3,,0.03,1.23
2016-08-31,42,3,,0.03,1.26
2016-09-01,89,3,FALSE,0.03,2.67
2016-09-02,82,3,,0.03,2.46
2016-09-03,83,3,,0.03,2.49
2016-09-04,96,3,,0.03,2.88
2016-09-05,94,3,,0.03,2.82
2016-09-06,92,3,,0.03,2.76
2016-09-07,93,3,,0.03,2.79
2016-09-08,99,3,,0.03,2.97
2016-09-09,93,3,,0.03,2.79
2016-09-10,89,3,,0.03,2.67
2016-09-11,84,3,,0.03,2.52
2016-09-12,100,3,,0.03,3
2016-09-13,96,3,,0.03,2.88
2016-09-14,91,3,,0.03,2.73
2016-09-15,96,3,,0.03,2.88
2016-09-16,89,3,,0.03,2.67
2016-09-17,83,3,,0.03,2.49
2016-09-18,79,3,,0.03,2.37
2016-09-19,86,3,,0.03,2.58
2016-09-20,89,3,,0.03,2.67
2016-09-21,94,3,,0.03,2.82
2016-09-22,95,3,,0.03,2.85
2016-09-23,89,3,,0.03,2.67
2016-09-24,91,3,,0.03,2.73
2016-09-25,80,3,,0.03,2.4
2016-09-26,87,3,,0.03,2.61
2016-09-27,85,3,,0.03,2.55
2016-09-28,83,3,,0.03,2.49
2016-09-29,84,3,,0.03,2.52
2016-09-30,82,3,,0.03,2.46
2016-10-01,65,3,FALSE,0.03,1.95
2016-10-02,61,3,,0.03,1.83
2016-10-03,68,3,,0.03,2.04
2016-10-04,67,3,,0.03,2.01
2016-10-05,67,3,,0.03,2.01
2016-10-06,70,3,,0.03,2.1
2016-10-07,72,3,,0.03,2.16
2016-10-08,64,3,,0.03,1.92
2016-10-09,65,3,,0.03,1.95
2016-10-10,67,3,,0.03,2.01
2016-10-11,80,3,,0.03,2.4
2016-10-12,77,3,,0.03,2.31
2016-10-13,72,3,,0.03,2.16
2016-10-14,75,3,,0.03,2.25
2016-10-15,68,3,,0.03,2.04
2016-10-16,75,3,,0.03,2.25
2016-10-17,72,3,,0.03,2.16
2016-10-18,70,3,,0.03,2.1
2016-10-19,73,3,,0.03,2.19
2016-10-20,67,3,,0.03,2.01
2016-10-21,67,3,,0.03,2.01
2016-10-22,69,3,,0.03,2.07
2016-10-23,74,3,,0.03,2.22
2016-10-24,76,3,,0.03,2.28
2016-10-25,72,3,,0.03,2.16
2016-10-26,76,3,,0.03,2.28
2016-10-27,81,3,,0.03,2.43
2016-10-28,87,3,,0.03,2.61
2016-10-29,100,3,,0.03,3
2016-10-30,87,3,,0.03,2.61
2016-10-31,86,3,,0.03,2.58
2016-11-01,79,4,FALSE,0.04,3.16
2016-11-02,74,4,,0.04,2.96
2016-11-03,76,4,,0.04,3.04
2016-11-04,74,4,,0.04,2.96
2016-11-05,73,4,,0.04,2.92
2016-11-06,69,4,,0.04,2.76
2016-11-07,67,4,,0.04,2.68
2016-11-08,69,4,,0.04,2.76
2016-11-09,100,4,,0.04,4
2016-11-10,69,4,,0.04,2.76
2016-11-11,69,4,,0.04,2.76
2016-11-12,69,4,,0.04,2.76
2016-11-13,68,4,,0.04,2.72
2016-11-14,70,4,,0.04,2.8
2016-11-15,73,4,,0.04,2.92
2016-11-16,76,4,,0.04,3.04
2016-11-17,79,4,,0.04,3.16
2016-11-18,80,4,,0.04,3.2
2016-11-19,74,4,,0.04,2.96
2016-11-20,72,4,,0.04,2.88
2016-11-21,71,4,,0.04,2.84
2016-11-22,74,4,,0.04,2.96
2016-11-23,80,4,,0.04,3.2
2016-11-24,78,4,,0.04,3.12
2016-11-25,71,4,,0.04,2.84
2016-11-26,66,4,,0.04,2.64
2016-11-27,70,4,,0.04,2.8
2016-11-28,75,4,,0.04,3
2016-11-29,78,4,,0.04,3.12
2016-11-30,70,4,,0.04,2.8
2016-12-01,61,5,FALSE,0.05,3.05
2016-12-02,64,5,,0.05,3.2
2016-12-03,56,5,,0.05,2.8
2016-12-04,51,5,,0.05,2.55
2016-12-05,63,5,,0.05,3.15
2016-12-06,57,5,,0.05,2.85
2016-12-07,60,5,,0.05,3
2016-12-08,62,5,,0.05,3.1
2016-12-09,60,5,,0.05,3
2016-12-10,55,5,,0.05,2.75
2016-12-11,54,5,,0.05,2.7
2016-12-12,59,5,,0.05,2.95
2016-12-13,61,5,,0.05,3.05
2016-12-14,59,5,,0.05,2.95
2016-12-15,55,5,,0.05,2.75
2016-12-16,57,5,,0.05,2.85
2016-12-17,56,5,,0.05,2.8
2016-12-18,53,5,,0.05,2.65
2016-12-19,60,5,,0.05,3
2016-12-20,62,5,,0.05,3.1
2016-12-21,75,5,,0.05,3.75
2016-12-22,89,5,,0.05,4.45
2016-12-23,100,5,,0.05,5
2016-12-24,81,5,,0.05,4.05
2016-12-25,82,5,,0.05,4.1
2016-12-26,79,5,,0.05,3.95
2016-12-27,85,5,,0.05,4.25
2016-12-28,100,5,,0.05,5
2016-12-29,98,5,,0.05,4.9
2016-12-30,88,5,,0.05,4.4
2016-12-31,70,5,,0.05,3.5
2017-01-01,49,7,FALSE,0.07,3.43
2017-01-02,76,7,,0.07,5.32
2017-01-03,74,7,,0.07,5.18
2017-01-04,79,7,,0.07,5.53
2017-01-05,100,7,,0.07,7
2017-01-06,84,7,,0.07,5.88
2017-01-07,73,7,,0.07,5.11
2017-01-08,70,7,,0.07,4.9
2017-01-09,67,7,,0.07,4.69
2017-01-10,62,7,,0.07,4.34
2017-01-11,66,7,,0.07,4.62
2017-01-12,76,7,,0.07,5.32
2017-01-13,57,7,,0.07,3.99
2017-01-14,55,7,,0.07,3.85
2017-01-15,52,7,,0.07,3.64
2017-01-16,49,7,,0.07,3.43
2017-01-17,53,7,,0.07,3.71
2017-01-18,52,7,,0.07,3.64
2017-01-19,51,7,,0.07,3.57
2017-01-20,47,7,,0.07,3.29
2017-01-21,46,7,,0.07,3.22
2017-01-22,44,7,,0.07,3.08
2017-01-23,47,7,,0.07,3.29
2017-01-24,48,7,,0.07,3.36
2017-01-25,45,7,,0.07,3.15
2017-01-26,43,7,,0.07,3.01
2017-01-27,44,7,,0.07,3.08
2017-01-28,42,7,,0.07,2.94
2017-01-29,42,7,,0.07,2.94
2017-01-30,44,7,,0.07,3.08
2017-01-31,47,7,,0.07,3.29
2017-02-01,70,6,FALSE,0.06,4.2
2017-02-02,73,6,,0.06,4.38
2017-02-03,73,6,,0.06,4.38
2017-02-04,69,6,,0.06,4.14
2017-02-05,69,6,,0.06,4.14
2017-02-06,71,6,,0.06,4.26
2017-02-07,68,6,,0.06,4.08
2017-02-08,74,6,,0.06,4.44
2017-02-09,77,6,,0.06,4.62
2017-02-10,73,6,,0.06,4.38
2017-02-11,68,6,,0.06,4.08
2017-02-12,63,6,,0.06,3.78
2017-02-13,63,6,,0.06,3.78
2017-02-14,64,6,,0.06,3.84
2017-02-15,65,6,,0.06,3.9
2017-02-16,69,6,,0.06,4.14
2017-02-17,68,6,,0.06,4.08
2017-02-18,66,6,,0.06,3.96
2017-02-19,57,6,,0.06,3.42
2017-02-20,66,6,,0.06,3.96
2017-02-21,79,6,,0.06,4.74
2017-02-22,78,6,,0.06,4.68
2017-02-23,86,6,,0.06,5.16
2017-02-24,100,6,,0.06,6
2017-02-25,82,6,,0.06,4.92
2017-02-26,74,6,,0.06,4.44
2017-02-27,74,6,,0.06,4.44
2017-02-28,78,6,,0.06,4.68
2017-03-01,59,7,FALSE,0.07,4.13
2017-03-02,71,7,,0.07,4.97
2017-03-03,93,7,,0.07,6.51
2017-03-04,84,7,,0.07,5.88
2017-03-05,66,7,,0.07,4.62
2017-03-06,68,7,,0.07,4.76
2017-03-07,78,7,,0.07,5.46
2017-03-08,76,7,,0.07,5.32
2017-03-09,72,7,,0.07,5.04
2017-03-10,100,7,,0.07,7
2017-03-11,87,7,,0.07,6.09
2017-03-12,66,7,,0.07,4.62
2017-03-13,67,7,,0.07,4.69
2017-03-14,64,7,,0.07,4.48
2017-03-15,63,7,,0.07,4.41
2017-03-16,62,7,,0.07,4.34
2017-03-17,65,7,,0.07,4.55
2017-03-18,77,7,,0.07,5.39
2017-03-19,71,7,,0.07,4.97
2017-03-20,65,7,,0.07,4.55
2017-03-21,64,7,,0.07,4.48
2017-03-22,65,7,,0.07,4.55
2017-03-23,61,7,,0.07,4.27
2017-03-24,65,7,,0.07,4.55
2017-03-25,67,7,,0.07,4.69
2017-03-26,62,7,,0.07,4.34
2017-03-27,60,7,,0.07,4.2
2017-03-28,57,7,,0.07,3.99
2017-03-29,59,7,,0.07,4.13
2017-03-30,53,7,,0.07,3.71
2017-03-31,55,7,,0.07,3.85
2017-04-01,85,6,FALSE,0.06,5.1
2017-04-02,83,6,,0.06,4.98
2017-04-03,87,6,,0.06,5.22
2017-04-04,89,6,,0.06,5.34
2017-04-05,82,6,,0.06,4.92
2017-04-06,85,6,,0.06,5.1
2017-04-07,86,6,,0.06,5.16
2017-04-08,85,6,,0.06,5.1
2017-04-09,79,6,,0.06,4.74
2017-04-10,81,6,,0.06,4.86
2017-04-11,91,6,,0.06,5.46
2017-04-12,84,6,,0.06,5.04
2017-04-13,87,6,,0.06,5.22
2017-04-14,80,6,,0.06,4.8
2017-04-15,77,6,,0.06,4.62
2017-04-16,77,6,,0.06,4.62
2017-04-17,80,6,,0.06,4.8
2017-04-18,93,6,,0.06,5.58
2017-04-19,84,6,,0.06,5.04
2017-04-20,83,6,,0.06,4.98
2017-04-21,84,6,,0.06,5.04
2017-04-22,82,6,,0.06,4.92
2017-04-23,72,6,,0.06,4.32
2017-04-24,81,6,,0.06,4.86
2017-04-25,94,6,,0.06,5.64
2017-04-26,96,6,,0.06,5.76
2017-04-27,100,6,,0.06,6
2017-04-28,99,6,,0.06,5.94
2017-04-29,90,6,,0.06,5.4
2017-04-30,91,6,,0.06,5.46
2017-05-01,23,16,FALSE,0.16,3.68
2017-05-02,27,16,,0.16,4.32
2017-05-03,26,16,,0.16,4.16
2017-05-04,32,16,,0.16,5.12
2017-05-05,31,16,,0.16,4.96
2017-05-06,29,16,,0.16,4.64
2017-05-07,25,16,,0.16,4
2017-05-08,30,16,,0.16,4.8
2017-05-09,37,16,,0.16,5.92
2017-05-10,32,16,,0.16,5.12
2017-05-11,35,16,,0.16,5.6
2017-05-12,43,16,,0.16,6.88
2017-05-13,43,16,,0.16,6.88
2017-05-14,41,16,,0.16,6.56
2017-05-15,53,16,,0.16,8.48
2017-05-16,47,16,,0.16,7.52
2017-05-17,38,16,,0.16,6.08
2017-05-18,31,16,,0.16,4.96
2017-05-19,39,16,,0.16,6.24
2017-05-20,39,16,,0.16,6.24
2017-05-21,38,16,,0.16,6.08
2017-05-22,67,16,,0.16,10.72
2017-05-23,73,16,,0.16,11.68
2017-05-24,78,16,,0.16,12.48
2017-05-25,100,16,,0.16,16
2017-05-26,82,16,,0.16,13.12
2017-05-27,70,16,,0.16,11.2
2017-05-28,49,16,,0.16,7.84
2017-05-29,48,16,,0.16,7.68
2017-05-30,48,16,,0.16,7.68
2017-05-31,47,16,,0.16,7.52
2017-06-01,76,15,FALSE,0.15,11.4
2017-06-02,69,15,,0.15,10.35
2017-06-03,60,15,,0.15,9
2017-06-04,65,15,,0.15,9.75
2017-06-05,66,15,,0.15,9.9
2017-06-06,98,15,,0.15,14.7
2017-06-07,87,15,,0.15,13.05
2017-06-08,72,15,,0.15,10.8
2017-06-09,74,15,,0.15,11.1
2017-06-10,68,15,,0.15,10.2
2017-06-11,70,15,,0.15,10.5
2017-06-12,98,15,,0.15,14.7
2017-06-13,85,15,,0.15,12.75
2017-06-14,78,15,,0.15,11.7
2017-06-15,100,15,,0.15,15
2017-06-16,74,15,,0.15,11.1
2017-06-17,68,15,,0.15,10.2
2017-06-18,62,15,,0.15,9.3
2017-06-19,62,15,,0.15,9.3
2017-06-20,65,15,,0.15,9.75
2017-06-21,68,15,,0.15,10.2
2017-06-22,68,15,,0.15,10.2
2017-06-23,62,15,,0.15,9.3
2017-06-24,64,15,,0.15,9.6
2017-06-25,59,15,,0.15,8.85
2017-06-26,69,15,,0.15,10.35
2017-06-27,83,15,,0.15,12.45
2017-06-28,79,15,,0.15,11.85
2017-06-29,60,15,,0.15,9
2017-06-30,63,15,,0.15,9.45
2017-07-01,74,13,FALSE,0.13,9.62
2017-07-02,71,13,,0.13,9.23
2017-07-03,73,13,,0.13,9.49
2017-07-04,77,13,,0.13,10.01
2017-07-05,74,13,,0.13,9.62
2017-07-06,74,13,,0.13,9.62
2017-07-07,73,13,,0.13,9.49
2017-07-08,71,13,,0.13,9.23
2017-07-09,63,13,,0.13,8.19
2017-07-10,77,13,,0.13,10.01
2017-07-11,88,13,,0.13,11.44
2017-07-12,86,13,,0.13,11.18
2017-07-13,76,13,,0.13,9.88
2017-07-14,82,13,,0.13,10.66
2017-07-15,100,13,,0.13,13
2017-07-16,92,13,,0.13,11.96
2017-07-17,96,13,,0.13,12.48
2017-07-18,94,13,,0.13,12.22
2017-07-19,85,13,,0.13,11.05
2017-07-20,93,13,,0.13,12.09
2017-07-21,92,13,,0.13,11.96
2017-07-22,82,13,,0.13,10.66
2017-07-23,86,13,,0.13,11.18
2017-07-24,81,13,,0.13,10.53
2017-07-25,86,13,,0.13,11.18
2017-07-26,81,13,,0.13,10.53
2017-07-27,81,13,,0.13,10.53
2017-07-28,95,13,,0.13,12.35
2017-07-29,74,13,,0.13,9.62
2017-07-30,66,13,,0.13,8.58
2017-07-31,94,13,,0.13,12.22
2017-08-01,99,21,FALSE,0.21,20.79
2017-08-02,83,21,,0.21,17.43
2017-08-03,56,21,,0.21,11.76
2017-08-04,48,21,,0.21,10.08
2017-08-05,65,21,,0.21,13.65
2017-08-06,53,21,,0.21,11.13
2017-08-07,65,21,,0.21,13.65
2017-08-08,69,21,,0.21,14.49
2017-08-09,60,21,,0.21,12.6
2017-08-10,53,21,,0.21,11.13
2017-08-11,59,21,,0.21,12.39
2017-08-12,73,21,,0.21,15.33
2017-08-13,82,21,,0.21,17.22
2017-08-14,100,21,,0.21,21
2017-08-15,99,21,,0.21,20.79
2017-08-16,84,21,,0.21,17.64
2017-08-17,80,21,,0.21,16.8
2017-08-18,79,21,,0.21,16.59
2017-08-19,74,21,,0.21,15.54
2017-08-20,70,21,,0.21,14.7
2017-08-21,70,21,,0.21,14.7
2017-08-22,78,21,,0.21,16.38
2017-08-23,74,21,,0.21,15.54
2017-08-24,66,21,,0.21,13.86
